Month,Year,Categories,Amount,Page number,Type of Category
September,1859,Arrests (Commitments),255,130,Demographics
September,1859,Lodging (Males),151,130,Demographics
September,1859,Lodging (Females),51,130,Demographics
September,1859,Lodging (Americans),47,130,Demographics
September,1859,Lodging (Foreigners),155,130,Demographics
September,1859,Lodging (Residents),35,130,Demographics
September,1859,Lodging (Non-residents),167,130,Demographics
September,1859,Lodging (Minor),32,130,Demographics
September,1859,Assaults and Battery,25,130,Offences
September,1859,Burglary,1,130,Offences
September,1859,Counterfeit money passing,3,130,Offences
September,1859,Common Drunkenness (drunkards),28,130,Offences
September,1859,City Ordinance Violations,2,130,Offences
September,1859,Drunkenness (Simple),91,130,Offences
September,1859,Escaped Convicts,2,130,Offences
September,1859,Embezzlement,1,130,Offences
September,1859,Insane,1,130,Offences
September,1859,Idle & disorderly persons,3,130,Offences
September,1859,Larceny (simple),28,130,Offences
September,1859,Larceny (felonious) (??),4,130,Offences
September,1859,Manslaughter,1,130,Offences
September,1859,Maiming,2,130,Offences
September,1859,Malicious mischief,2,130,Offences
September,1859,Noisy and disorderly persons,270,130,Offences
September,1859,Common Night Walkers,58,130,Offences
September,1859,Receiving stolen goods,1,130,Offences
September,1859,Sunday Law Violations,6,130,Offences
September,1859,Stubborn & Truant Children,2,130,Offences
September,1859,Vagabonds,7,130,Offences
September,1859,Witnesses detained,4,130,Offences
September,1859,Keeping Houses of Ill Fame,11,130,Offences
September,1859,On warrants,75,130,Offences
September,1859,No. of larcenies on station,21,130,Offences
September,1859,No. of arrests for larcenies on station,13,130,Offences
September,1859,Amt property stolen on station (in $),274,130,Station and Court-related
September,1859,Stolen Property Recovered (in $),603,130,Station and Court-related
September,1859,Amt property restored to prisoners (in $),737,130,Station and Court-related
September,1859,Years imprisonment imposed on convicts,73.08,130,Station and Court-related
September,1859,Amt fines imposed on Prisoners (in $),587,130,Station and Court-related
September,1859,Days time spent in court,178,130,Station and Court-related
September,1859,Amt Witness fees has earned in court (in $),296.38,130,Station and Court-related
September,1859,Absent sick and otherwise,14,130,Station and Court-related
September,1859,Absent sick and otherwise,4,130,Station and Court-related
September,1859,Disturbances Suppressed,166,130,Public Service
September,1859,Intoxicated persons helped home,25,130,Public Service
September,1859,Injured persons provided for,10,130,Public Service
September,1859,Persons Rescued from Drowning,2,130,Public Service
September,1859,Lost children returned,5,130,Public Service
September,1859,Stores found open and secured ,22,130,Public Service
September,1859,Sidewalks repaired,15,130,Public Service
September,1859,Stray Teams Put up,5,130,Public Service
September,1859,Number of fires on the station,7,130,Public Service
September,1859,Fires alarms given by officers,6,130,Public Service
September,1859,Cases reported for grand jury,12,130,Station and Court-related
October,1859,Custody,847,131,Demographics
October,1859,Arrests (Males),428,131,Demographics
October,1859,Arrests (Females),148,131,Demographics
October,1859,Arrests (Americans),77,131,Demographics
October,1859,Arrests (Foreigners),499,131,Demographics
October,1859,Arrests (Residents),475,131,Demographics
October,1859,Arrests (Non-residents),101,131,Demographics
October,1859,Arrests (Minor),102,131,Demographics
October,1859,Arrests (Commitments),303,131,Demographics
October,1859,Lodging (Males),211,131,Demographics
October,1859,Lodging (Females),60,131,Demographics
October,1859,Lodging (Americans),33,131,Demographics
October,1859,Lodging (Foreigners),238,131,Demographics
October,1859,Lodging (Residents),60,131,Demographics
October,1859,Lodging (Non-residents),211,131,Demographics
October,1859,Lodging (Minor),52,131,Demographics
October,1859,Assaults and Battery,24,131,Offences
October,1859,Assault with deadly weapons,1,131,Offences
October,1859,Burglary,2,131,Offences
October,1859,City Ordinance Violations,1,131,Offences
October,1859,Common Drunkenness (drunkards),37,131,Offences
October,1859,Counterfeit money passing,2,131,Offences
October,1859,Drunkenness (Simple),130,131,Offences
October,1859,Idle & disorderly persons,6,131,Offences
October,1859,Insane,3,131,Offences
October,1859,Keeping Noisy & Disorderly Houses,1,131,Offences
October,1859,Keeping Houses of Ill Fame,11,131,Offences
October,1859,Larceny (simple),37,131,Offences
October,1859,Larceny (felonious) (??),7,131,Offences
October,1859,Malicious mischief,5,131,Offences
October,1859,Maiming,1,131,Offences
October,1859,Noisy and disorderly persons,257,131,Offences
October,1859,Common Night Walkers,24,131,Offences
October,1859,Perjury,1,131,Offences
October,1859,Robbery,1,131,Offences
October,1859,Sunday Law Violations,5,131,Offences
October,1859,Stubborn & Truant Children,3,131,Offences
October,1859,Vagabonds,12,131,Offences
October,1859,Witnesses detained,6,131,Offences
October,1859,On warrants,32,131,Offences
October,1859,No. of larcenies on station,27,131,Offences
October,1859,No. of arrests for larcenies on station,20,131,Offences
October,1859,Amt property stolen on station (in $),317,131,Station and Court-related
October,1859,Stolen Property Recovered (in $),933,131,Station and Court-related
October,1859,Amt property restored to prisoners (in $),374,131,Station and Court-related
October,1859,Years imprisonment imposed on convicts,36.58,131,Station and Court-related
October,1859,Amt fines imposed on Prisoners (in $),989,131,Station and Court-related
October,1859,Days time spent in court,177,131,Station and Court-related
October,1859,Amt Witness fees has earned in court (in $),366.32,131,Station and Court-related
October,1859,Absent sick and otherwise,19,131,Station and Court-related
October,1859,Absent sick and otherwise,1,131,Station and Court-related
October,1859,Disturbances Suppressed,133,131,Public Service
October,1859,Intoxicated persons helped home,18,131,Public Service
October,1859,Stores found open and secured ,29,131,Public Service
October,1859,Injured persons provided for,7,131,Public Service
October,1859,Sidewalks repaired,8,131,Public Service
October,1859,Stray Teams Put up,4,131,Public Service
October,1859,"Drains,vaults,nuisances reported",1,131,Public Service
October,1859,Street Obstructions Removed,1,131,Public Service
October,1859,Water Wasting Reported,16,131,Public Service
October,1859,Number of fires on the station,7,131,Public Service
October,1859,Fires extinguished by officers without alarms,4,131,Public Service
October,1859,Fires alarms given by officers,4,131,Public Service
November,1859,Custody,869,132,Demographics
November,1859,Arrests (Males),381,132,Demographics
November,1859,Arrests (Females),195,132,Demographics
November,1859,Arrests (Americans),50,132,Demographics
November,1859,Arrests (Foreigners),526,132,Demographics
November,1859,Arrests (Residents),487,132,Demographics
November,1859,Arrests (Non-residents),89,132,Demographics
November,1859,Arrests (Minor),94,132,Demographics
November,1859,Arrests (Commitments),234,132,Demographics
November,1859,Lodging (Males),239,132,Demographics
November,1859,Lodging (Females),54,132,Demographics
November,1859,Lodging (Americans),72,132,Demographics
November,1859,Lodging (Foreigners),221,132,Demographics
November,1859,Lodging (Residents),65,132,Demographics
November,1859,Lodging (Non-residents),228,132,Demographics
November,1859,Lodging (Minor),57,132,Demographics
November,1859,Assaults and Battery,22,132,Offences
November,1859,Attempt to kill,1,132,Offences
November,1859,Common Drunkenness (drunkards),25,132,Offences
November,1859,City Ordinance Violations,5,132,Offences
November,1859,Counterfeit money passing,1,132,Offences
November,1859,Drunkenness (Simple),100,132,Offences
November,1859,Disturbing the Peace,1,132,Offences
November,1859,House breaking,1,132,Offences
November,1859,Incendiaryism (incendiary),1,132,Offences
November,1859,Larceny (simple),45,132,Offences
November,1859,Larceny (felonious) (??),5,132,Offences
November,1859,Malicious mischief,5,132,Offences
November,1859,Common Night Walkers,10,132,Offences
November,1859,Noisy and disorderly persons,307,132,Offences
November,1859,Keeping a Nuisance,1,132,Offences
November,1859,Receiving stolen goods,3,132,Offences
November,1859,Robbery,11,132,Offences
November,1859,Rape,1,132,Offences
November,1859,Store breaking,1,132,Offences
November,1859,Sunday Law Violations,2,132,Offences
November,1859,Stubborn & Truant Children,1,132,Offences
November,1859,Stubborn & Truant Children,2,132,Offences
November,1859,Vagabonds,5,132,Offences
November,1859,Witnesses detained,19,132,Offences
November,1859,Attempt to rescue prisoners,1,132,Offences
November,1859,On warrants,14,132,Offences
November,1859,No. of larcenies on station,53,132,Offences
November,1859,No. of arrests for larcenies on station,42,132,Offences
November,1859,Amt property stolen on station (in $),4965,132,Station and Court-related
November,1859,Amt recovered out of city,1065,132,Station and Court-related
November,1859,Stolen Property Recovered (in $),4985,132,Station and Court-related
November,1859,Amt property restored to prisoners (in $),477,132,Station and Court-related
November,1859,Years imprisonment imposed on convicts,18.83,132,Station and Court-related
November,1859,Amt fines imposed on Prisoners (in $),632,132,Station and Court-related
November,1859,Days time spent in court,147,132,Station and Court-related
November,1859,Amt Witness fees has earned in court (in $),202.99,132,Station and Court-related
November,1859,Absent sick and otherwise,82,132,Station and Court-related
November,1859,Absent sick and otherwise,4,132,Station and Court-related
November,1859,Lost children returned,1,132,Public Service
November,1859,Disturbances Suppressed,149,132,Public Service
November,1859,Stores found open and secured ,19,132,Public Service
November,1859,Sidewalks repaired,14,132,Public Service
November,1859,Stray Teams Put up,8,132,Public Service
November,1859,Injured persons provided for,3,132,Public Service
November,1859,Intoxicated persons helped home,3,132,Public Service
November,1859,"Drains,vaults,nuisances reported",3,132,Public Service
November,1859,Street Obstructions Removed,2,132,Public Service
November,1859,Unsafe streets reported,5,132,Public Service
November,1859,Number of fires on the station,5,132,Public Service
November,1859,Fires alarms given by officers,2,132,Public Service
November,1859,Fires extinguished by officers without alarms,3,132,Public Service
December,1859,Custody,930,133,Demographics
December,1859,Arrests (Males),444,133,Demographics
December,1859,Arrests (Females),156,133,Demographics
December,1859,Arrests (Americans),80,133,Demographics
December,1859,Arrests (Foreigners),520,133,Demographics
December,1859,Arrests (Residents),449,133,Demographics
December,1859,Arrests (Non-residents),151,133,Demographics
December,1859,Arrests (Minor),82,133,Demographics
December,1859,Arrests (Commitments),272,133,Demographics
December,1859,Lodging (Males),289,133,Demographics
December,1859,Lodging (Females),41,133,Demographics
December,1859,Lodging (Americans),66,133,Demographics
December,1859,Lodging (Foreigners),264,133,Demographics
December,1859,Lodging (Residents),62,133,Demographics
December,1859,Lodging (Non-residents),268,133,Demographics
December,1859,Lodging (Minor),54,133,Demographics
December,1859,Assaults and Battery,28,133,Offences
December,1859,Assault with deadly weapons,5,133,Offences
December,1859,Adultery,2,133,Offences
December,1859,Burglary,2,133,Offences
December,1859,Counterfeit money passing,1,133,Offences
December,1859,City Ordinance Violations,22,133,Offences
December,1859,Common Drunkenness (drunkards),18,133,Offences
December,1859,Drunkenness (Simple),96,133,Offences
December,1859,Insane,1,133,Offences
